ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
27683	Kalkutung	kalk1246	THUNDER		maɹapanka	m a ɹ a p a n k a	m a r a p a n k a	M V R V P V N K V	M A R A P A N K A	THUNDER:11789	11789
27684	Gamilaraay	gami1243	THUNDER		d̪ulume	d̪ u l u m e	d u l u m e	T V R V M V	T Y L Y M E	THUNDER:11787	11787
27685	Karadjeri	kara1476	THUNDER		dcidama	d c i d a m a	d T i d a m a	T K V T V M V	T C I T A M A	THUNDER:11734	11734
27689	Kartujarra	kart1247	THUNDER		parpa	p a r p a	p a r p a	P V R P V	P A R P A	THUNDER:11783	11783
27692	Kaurna	kaur1267	THUNDER		bituro	b i t u r o	b i t u r o	P V T V R V	P I T Y R U	THUNDER:11769	11769
27696	Kukatja	kuka1246	THUNDER		mududu	m u d u d u	m u d u d u	M V T V T V	M Y T Y T Y	THUNDER:11752	11752
27697	Kuku-Yalanji	kuku1273	THUNDER		caramali	c a r a m a l i	T a r a m a l i	K V R V M V R V	C A R A M A L I	THUNDER:11745	11745
27703	Gurdjar	gurd1238	THUNDER		oːeɳgk	oː e ɳ g k	o e n g k	V V N K K	U E N K K	THUNDER:11835	11835
27704	Gurdjar	gurd1238	THUNDER		ɖaŋan	ɖ a ŋ a n	d a N a n	T V N V N	T A N A N	THUNDER:11835	11835
27705	Kuuku-Ya'u	kuuk1238	THUNDER		malantaci	m a l a n t a c i	m a l a n t a T i	M V R V N T V K V	M A L A N T A C I	THUNDER:11772	11772
27707	Kala Lagaw Ya	kala1377	THUNDER		doiom	d o i o m	d o i o m	T V V V M	T U I U M	THUNDER:11754	11754
27712	Margany	marg1253	THUNDER		bariɲ	b a r i ɲ	b a r i H	P V R V N	P A R I N	THUNDER:11757	11757
27725	Mudburra	mudb1240	THUNDER		duɖuɖara	d u ɖ u ɖ a r a	d u d u d a r a	T V T V T V R V	T Y T Y T A R A	THUNDER:11735	11735
27727	Muruwari	muru1266	THUNDER		ŋuluŋulu	ŋ u l u ŋ u l u	N u l u N u l u	N V R V N V R V	N Y L Y N Y L Y	THUNDER:11790	11790
27730	Ngaanyatjarra	ngaa1240	THUNDER		tutuɹa	t u t u ɹ a	t u t u r a	T V T V R V	T Y T Y R A	THUNDER:11735	11735
27733	Lower Riverland	lowe1402	THUNDER		raɭo	r a ɭ o	r a L o	R V R V	R A L U	THUNDER:11814	11814
27734	Ngamini	ngam1284	THUNDER		kuɹaɹamuŋku	k u ɹ a ɹ a m u ŋ k u	k u r a r a m u N k u	K V R V R V M V N K V	K Y R A R A M Y N K Y	THUNDER:11806	11806
27736	Ngarinman	ngar1235	THUNDER		duɹurb	d u ɹ u r b	d u r u r b	T V R V R P	T Y R Y R P	THUNDER:11773	11773
27739	Ngarluma	ngar1287	THUNDER		wolebereː	w o l e b e r eː	w o l e b e r e	W V R V P V R V	W U L E P E R E	THUNDER:11808	11808
27740	Narrinyeri	narr1259	THUNDER		manti	m a n t i	m a n t i	M V N T V	M A N T I	THUNDER:11774	11774
27745	Northern Coastal Nyangumarta	nort2754	THUNDER		ŋurŋur_kurumunuru	ŋ u r ŋ u r k u r u m u n u r u	N u r N u r k u r u m u n u r u	N V R N V R K V R V M V N V R V	N Y R N Y R K Y R Y M Y N Y R Y	THUNDER:11797	11797
27746	Nyamal	nyam1271	THUNDER		binba	b i n b a	b i n b a	P V N P V	P I N P A	THUNDER:11741	11741
27747	Nyangumarta	nyan1301	THUNDER		katuɹaɲ	k a t u ɹ a ɲ	k a t u r a H	K V T V R V N	K A T Y R A N	THUNDER:11777	11777
27748	Nyunga	nyun1247	THUNDER		mulːgara	m u lː g a r a	m u l g a r a	M V R K V R V	M Y L K A R A	THUNDER:11758	11758
27749	Paakantyi	darl1243	THUNDER		bɹinda	b ɹ i n d a	b r i n d a	P R V N T V	P R I N T A	THUNDER:11753	11753
27752	Panytyima	pany1241	THUNDER		kanaci	k a n a c i	k a n a T i	K V N V K V	K A N A C I	THUNDER:11833	11833
27753	Banggarla	bang1339	THUNDER		koːɹunːa	k oː ɹ u nː a	k o r u n a	K V R V N V	K U R Y N A	THUNDER:11766	11766
27754	Banggarla	bang1339	THUNDER		woŋutːa	w o ŋ u tː a	w o N u t a	W V N V T V	W U N Y T A	THUNDER:11766	11766
27755	Bayungu	bayu1240	THUNDER		wanabaɳa	w a n a b a ɳ a	w a n a b a n a	W V N V P V N V	W A N A P A N A	THUNDER:11792	11792
27759	Pitjantjatjara	pitj1243	THUNDER		tuːɳi	t uː ɳ i	t u n i	T V N V	T Y N I	THUNDER:11744	11744
27760	Pitta Pitta	pitt1247	THUNDER		muŋka	m u ŋ k a	m u N k a	M V N K V	M Y N K A	THUNDER:11798	11798
27761	Dhalandji	dhal1245	THUNDER		pilaɳa	p i l a ɳ a	p i l a n a	P V R V N V	P I L A N A	THUNDER:11802	11802
27762	Dhargari	dhar1247	THUNDER		waɳabaɳa	w a ɳ a b a ɳ a	w a n a b a n a	W V N V P V N V	W A N A P A N A	THUNDER:11792	11792
27765	Wagaya	waga1260	THUNDER		weːloː	w eː l oː	w e l o	W V R V	W E L U	THUNDER:11821	11821
27771	Ngura	ngur1261	THUNDER		kiniwada	k i n i w a d a	k i n i w a d a	K V N V W V T V	K I N I W A T A	THUNDER:11795	11795
27775	Warlpiri	warl1254	THUNDER		kuɭuɹukuɭuɹu	k u ɭ u ɹ u k u ɭ u ɹ u	k u L u r u k u L u r u	K V R V R V K V R V R V	K Y L Y R Y K Y L Y R Y	THUNDER:11756	11756
27776	Wanman	wanm1242	THUNDER		ŋaŋkaɭi	ŋ a ŋ k a ɭ i	N a N k a L i	N V N K V R V	N A N K A L I	THUNDER:11782	11782
27777	Wariyangga	wari1262	THUNDER		pilaɳa	p i l a ɳ a	p i l a n a	P V R V N V	P I L A N A	THUNDER:11802	11802
27778	Warumungu	waru1265	THUNDER		ŋapːa_waŋkan	ŋ a pː a w a ŋ k a n	N a p a w a N k a n	N V P V W V N K V N	N A P A W A N K A N	THUNDER:11761	11761
27780	Wathawurrung	wath1238	THUNDER		taɳbil	t a ɳ b i l	t a n b i l	T V N P V R	T A N P I L	THUNDER:11827	11827
27783	Wik-Mungkan	wikm1247	THUNDER		ŋak_peːj	ŋ a k p eː j	N a k p e y	N V K P V J	N A K P E J	THUNDER:1	1
27784	Wiradhuri	wira1262	THUNDER		muːruːbaraːj	m uː r uː b a r aː j	m u r u b a r a y	M V R V P V R V J	M Y R Y P A R A J	THUNDER:11788	11788
27785	Wirangu-Nauo	wira1260	THUNDER		toːndoːga	t oː n d oː g a	t o n d o g a	T V N T V K V	T U N T U K A	THUNDER:11771	11771
27791	Yandruwandha	yand1253	THUNDER		indɹi	i n d ɹ i	i n d r i	V N T R V	I N T R I	THUNDER:11775	11775
27792	Yandruwandha	yand1253	THUNDER		ŋandcari_indɹi	ŋ a n d c a r i i n d ɹ i	N a n d T a r i i n d r i	N V N T K V R V V N T R V	N A N T C A R I I N T R I	THUNDER:11775	11775
27797	Yindjibarndi	yind1247	THUNDER		jinda	j i n d a	y i n d a	J V N T V	J I N T A	THUNDER:11828	11828
27801	Yorta Yorta	yort1237	THUNDER		munaɹa	m u n a ɹ a	m u n a r a	M V N V R V	M Y N A R A	THUNDER:11774	11774
27803	Yulparitja	yulp1238	THUNDER		ŋunuʈ_puŋajinpa	ŋ u n u ʈ p u ŋ a j i n p a	N u n u t p u N a y i n p a	N V N V T P V N V J V N P V	N Y N Y T P Y N A J I N P A	THUNDER:11751	11751
27804	Yuwaalaraay	yuwa1242	THUNDER		d̪uluːmaj	d̪ u l uː m a j	d u l u m a y	T V R V M V J	T Y L Y M A J	THUNDER:1	1
27713	Martu Wangka	mart1256	THUNDER		cantacu	c a n t a c u	T a n t a T u	K V N T V K V	C A N T A C Y	THUNDER:11784	11784
28081	Wagaya	waga1260	TONGUE		ŋiɲcal	ŋ i ɲ c a l	N i H T a l	N V N K V R	N I N C A L	TONGUE:11902	11902
28045	Ngamini	ngam1284	TONGUE		tali	t a l i	t a l i	T V R V	T A L I	TONGUE:11903	11903
27928	Adnyamathanha	adny1235	TONGUE		jaɭi	j a ɭ i	y a L i	J V R V	J A L I	TONGUE:11903	11903
27930	Alyawarr	alya1239	TONGUE		aleɲ	a l e ɲ	a l e H	V R V N	A L E N	TONGUE:11903	11903
27931	Alyawarr	alya1239	TONGUE		anceɹ	a n c e ɹ	a n T e r	V N K V R	A N C E R	TONGUE:11903	11903
27933	Arabana	arab1267	TONGUE		t̪aŋan̪a	t̪ a ŋ a n̪ a	t a N a n a	T V N V N V	T A N A N A	TONGUE:11894	11894
27937	Yugambeh-Bandjalang	band1339	TONGUE		jalːiŋ	j a lː i ŋ	y a l i N	J V R V N	J A L I N	TONGUE:11913	11913
27947	Dhangu	dhan1270	TONGUE		mat̪a	m a t̪ a	m a t a	M V T V	M A T A	TONGUE:11928	11928
27949	Sydney	sydn1236	TONGUE		telaŋ	t e l a ŋ	t e l a N	T V R V N	T E L A N	TONGUE:11903	11903
27954	Dhuwal	dhuw1249	TONGUE		mat̪a	m a t̪ a	m a t a	M V T V	M A T A	TONGUE:11928	11928
27956	Dieri	dier1241	TONGUE		t̪aɭi	t̪ a ɭ i	t a L i	T V R V	T A L I	TONGUE:11903	11903
27957	Dyaabugay	dyaa1242	TONGUE		ɲawil	ɲ a w i l	H a w i l	N V W V R	N A W I L	TONGUE:11908	11908
27958	Djambarrpuyngu	djam1256	TONGUE		mat̪a	m a t̪ a	m a t a	M V T V	M A T A	TONGUE:11928	11928
27960	Djinang	djin1253	TONGUE		jamana	j a m a n a	y a m a n a	J V M V N V	J A M A N A	TONGUE:11895	11895
27965	Gamilaraay	gami1243	TONGUE		dale	d a l e	d a l e	T V R V	T A L E	TONGUE:11903	11903
27971	Kumbainggar	kumb1268	TONGUE		gaɲaːmbil	g a ɲ aː m b i l	g a H a m b i l	K V N V M P V R	K A N A M P I L	TONGUE:11904	11904
27976	Gupapuyngu	gupa1247	TONGUE		mat̪a	m a t̪ a	m a t a	M V T V	M A T A	TONGUE:11928	11928
27977	Gurindji	guri1247	TONGUE		calaɲ	c a l a ɲ	T a l a H	K V R V N	C A L A N	TONGUE:11903	11903
27980	Guyani	guya1249	TONGUE		tali	t a l i	t a l i	T V R V	T A L I	TONGUE:11903	11903
27981	Sydney	sydn1236	TONGUE		talaŋa	t a l a ŋ a	t a l a N a	T V R V N V	T A L A N A	TONGUE:11903	11903
27982	Jaru	jaru1254	TONGUE		calaɲ	c a l a ɲ	T a l a H	K V R V N	C A L A N	TONGUE:11903	11903
27984	Djiwarli	djiw1241	TONGUE		jal̪uru	j a l̪ u r u	y a l u r u	J V R V R V	J A L Y R Y	TONGUE:11913	11913
27987	Kalkutung	kalk1246	TONGUE		maɭi	m a ɭ i	m a L i	M V R V	M A L I	TONGUE:11901	11901
27988	Gamilaraay	gami1243	TONGUE		t̪ulːe	t̪ u lː e	t u l e	T V R V	T Y L E	TONGUE:11903	11903
27989	Karadjeri	kara1476	TONGUE		dcalanc	d c a l a n c	d T a l a n T	T K V R V N K	T C A L A N C	TONGUE:11903	11903
27993	Kartujarra	kart1247	TONGUE		ɲaɭinpa	ɲ a ɭ i n p a	H a L i n p a	N V R V N P V	N A L I N P A	TONGUE:11921	11921
27996	Kaurna	kaur1267	TONGUE		tadlaɲa	t a d l a ɲ a	t a d l a H a	T V T R V N V	T A T L A N A	TONGUE:11903	11903
28001	Kukatja	kuka1246	TONGUE		ncaliŋ	n c a l i ŋ	n T a l i N	N K V R V N	N C A L I N	TONGUE:11926	11926
28002	Kuku-Yalanji	kuku1273	TONGUE		ɲabil	ɲ a b i l	H a b i l	N V P V R	N A P I L	TONGUE:11908	11908
28008	Gurdjar	gurd1238	TONGUE		ɲciːɹ	ɲ c iː ɹ	H T i r	N K V R	N C I R	TONGUE:11919	11919
28009	Kuuku-Ya'u	kuuk1238	TONGUE		taːpi	t aː p i	t a p i	T V P V	T A P I	TONGUE:11911	11911
28011	Kala Lagaw Ya	kala1377	TONGUE		noi	n o i	n o i	N V V	N U I	TONGUE:11929	11929
28017	Margany	marg1253	TONGUE		d̪alaɲ	d̪ a l a ɲ	d a l a H	T V R V N	T A L A N	TONGUE:11903	11903
28018	Martu Wangka	mart1256	TONGUE		caɭiɲpa	c a ɭ i ɲ p a	T a L i H p a	K V R V N P V	C A L I N P A	TONGUE:11903	11903
28035	Mudburra	mudb1240	TONGUE		calaɲa	c a l a ɲ a	T a l a H a	K V R V N V	C A L A N A	TONGUE:11903	11903
28037	Muruwari	muru1266	TONGUE		t̪alanc	t̪ a l a n c	t a l a n T	T V R V N K	T A L A N C	TONGUE:11903	11903
28040	Ngaanyatjarra	ngaa1240	TONGUE		tcaɭiɲpa	t c a ɭ i ɲ p a	t T a L i H p a	T K V R V N P V	T C A L I N P A	TONGUE:11903	11903
28044	Lower Riverland	lowe1402	TONGUE		dalːan	d a lː a n	d a l a n	T V R V N	T A L A N	TONGUE:11903	11903
28048	Ngarinman	ngar1235	TONGUE		calaɲ	c a l a ɲ	T a l a H	K V R V N	C A L A N	TONGUE:11903	11903
28050	Ngarluma	ngar1287	TONGUE		jal̪uɹu	j a l̪ u ɹ u	y a l u r u	J V R V R V	J A L Y R Y	TONGUE:11913	11913
28051	Narrinyeri	narr1259	TONGUE		talːaŋge	t a lː a ŋ g e	t a l a N g e	T V R V N K V	T A L A N K E	TONGUE:11903	11903
28059	Northern Coastal Nyangumarta	nort2754	TONGUE		calaɲ	c a l a ɲ	T a l a H	K V R V N	C A L A N	TONGUE:11903	11903
28060	Nyamal	nyam1271	TONGUE		jal̪uɹu	j a l̪ u ɹ u	y a l u r u	J V R V R V	J A L Y R Y	TONGUE:11913	11913
28061	Nyangumarta	nyan1301	TONGUE		caɭiɲ	c a ɭ i ɲ	T a L i H	K V R V N	C A L I N	TONGUE:11903	11903
28062	Nyunga	nyun1247	TONGUE		dalːan	d a lː a n	d a l a n	T V R V N	T A L A N	TONGUE:11903	11903
28063	Paakantyi	darl1243	TONGUE		t̪eɭunːia	t̪ e ɭ u nː i a	t e L u n i a	T V R V N V V	T E L Y N I A	TONGUE:11903	11903
28066	Panytyima	pany1241	TONGUE		jal̪uɹu	j a l̪ u ɹ u	y a l u r u	J V R V R V	J A L Y R Y	TONGUE:11913	11913
28067	Banggarla	bang1339	TONGUE		jalːi	j a lː i	y a l i	J V R V	J A L I	TONGUE:11903	11903
28068	Bayungu	bayu1240	TONGUE		t̪alaɲ	t̪ a l a ɲ	t a l a H	T V R V N	T A L A N	TONGUE:11903	11903
28072	Pitjantjatjara	pitj1243	TONGUE		tcaliɲ	t c a l i ɲ	t T a l i H	T K V R V N	T C A L I N	TONGUE:11903	11903
28073	Pitta Pitta	pitt1247	TONGUE		t̪aɭi	t̪ a ɭ i	t a L i	T V R V	T A L I	TONGUE:11903	11903
28075	Ritarungo	rita1239	TONGUE		d̪iːlŋ	d̪ iː l ŋ	d i l N	T V R N	T I L N	TONGUE:11899	11899
28076	Dhalandji	dhal1245	TONGUE		t̪alaɲ	t̪ a l a ɲ	t a l a H	T V R V N	T A L A N	TONGUE:11903	11903
28077	Dhargari	dhar1247	TONGUE		t̪adaɲ	t̪ a d a ɲ	t a d a H	T V T V N	T A T A N	TONGUE:11903	11903
28080	Wagaya	waga1260	TONGUE		ŋin̪t̪al	ŋ i n̪ t̪ a l	N i n t a l	N V N T V R	N I N T A L	TONGUE:11902	11902
28082	Wagaya	waga1260	TONGUE		ŋiɲcilt	ŋ i ɲ c i l t	N i H T i l t	N V N K V R T	N I N C I L T	TONGUE:11902	11902
28089	Ngura	ngur1261	TONGUE		t̪aliɲa	t̪ a l i ɲ a	t a l i H a	T V R V N V	T A L I N A	TONGUE:11903	11903
28094	Warlpiri	warl1254	TONGUE		calaɲpa	c a l a ɲ p a	T a l a H p a	K V R V N P V	C A L A N P A	TONGUE:11903	11903
28096	Wanman	wanm1242	TONGUE		ɲaɲcaɭa	ɲ a ɲ c a ɭ a	H a H T a L a	N V N K V R V	N A N C A L A	TONGUE:11921	11921
28097	Wariyangga	wari1262	TONGUE		t̪alaɲ	t̪ a l a ɲ	t a l a H	T V R V N	T A L A N	TONGUE:11903	11903
28098	Warumungu	waru1265	TONGUE		caɹaɲ	c a ɹ a ɲ	T a r a H	K V R V N	C A R A N	TONGUE:11903	11903
28100	Wathawurrung	wath1238	TONGUE		tcalaŋ	t c a l a ŋ	t T a l a N	T K V R V N	T C A L A N	TONGUE:11903	11903
28104	Wik-Mungkan	wikm1247	TONGUE		nampŋaln	n a m p ŋ a l n	n a m p N a l n	N V M P N V R N	N A M P N A L N	TONGUE:11905	11905
28105	Wiradhuri	wira1262	TONGUE		talːine	t a lː i n e	t a l i n e	T V R V N V	T A L I N E	TONGUE:11903	11903
28106	Wirangu-Nauo	wira1260	TONGUE		kjaliŋ	k j a l i ŋ	k y a l i N	K J V R V N	K J A L I N	TONGUE:11903	11903
28112	Yan-nhangu	yann1237	TONGUE		jan	j a n	y a n	J V N	J A N	TONGUE:11927	11927
28113	Yandruwandha	yand1253	TONGUE		t̪an̪ani	t̪ a n̪ a n i	t a n a n i	T V N V N V	T A N A N I	TONGUE:11894	11894
28116	Yawarawarga	yawa1258	TONGUE		padpa	p a d p a	p a d p a	P V T P V	P A T P A	TONGUE:11907	11907
28118	Yindjibarndi	yind1247	TONGUE		jat̪uː	j a t̪ uː	y a t u	J V T V	J A T Y	TONGUE:11913	11913
28122	Yorta Yorta	yort1237	TONGUE		d̪aliŋ	d̪ a l i ŋ	d a l i N	T V R V N	T A L I N	TONGUE:11903	11903
28124	Yulparitja	yulp1238	TONGUE		ɲaɲcaɭa	ɲ a ɲ c a ɭ a	H a H T a L a	N V N K V R V	N A N C A L A	TONGUE:11921	11921
28125	Yuwaalaraay	yuwa1242	TONGUE		d̪alaj	d̪ a l a j	d a l a y	T V R V J	T A L A J	TONGUE:11903	11903
28126	Adnyamathanha	adny1235	TOOTH		ira	i r a	i r a	V R V	I R A	TOOTH:11950	11950
28128	Alyawarr	alya1239	TOOTH		aɳtek	a ɳ t e k	a n t e k	V N T V K	A N T E K	TOOTH:11975	11975
28130	Arabana	arab1267	TOOTH		jakara	j a k a r a	y a k a r a	J V K V R V	J A K A R A	TOOTH:11951	11951
28134	Yugambeh-Bandjalang	band1339	TOOTH		deduŋ	d e d u ŋ	d e d u N	T V T V N	T E T Y N	TOOTH:11950	11950
28144	Dhangu	dhan1270	TOOTH		ɹira	ɹ i r a	r i r a	R V R V	R I R A	TOOTH:11950	11950
28146	Sydney	sydn1236	TOOTH		jeːʔɹa	j eː ʔ ɹ a	y e 7 r a	J V H R V	J E H R A	TOOTH:11950	11950
28151	Dhuwal	dhuw1249	TOOTH		ŋalka	ŋ a l k a	N a l k a	N V R K V	N A L K A	TOOTH:11939	11939
28153	Dieri	dier1241	TOOTH		maɳa_t̪anda	m a ɳ a t̪ a n d a	m a n a t a n d a	M V N V T V N T V	M A N A T A N T A	TOOTH:11944	11944
28154	Dyaabugay	dyaa1242	TOOTH		dira	d i r a	d i r a	T V R V	T I R A	TOOTH:11950	11950
28155	Djambarrpuyngu	djam1256	TOOTH		ŋalka	ŋ a l k a	N a l k a	N V R K V	N A L K A	TOOTH:11939	11939
28157	Djinang	djin1253	TOOTH		malkaɳa	m a l k a ɳ a	m a l k a n a	M V R K V N V	M A L K A N A	TOOTH:11935	11935
28162	Gamilaraay	gami1243	TOOTH		jiɹa	j i ɹ a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28168	Kumbainggar	kumb1268	TOOTH		diːɹa	d iː ɹ a	d i r a	T V R V	T I R A	TOOTH:11950	11950
28173	Gupapuyngu	gupa1247	TOOTH		gikina	g i k i n a	g i k i n a	K V K V N V	K I K I N A	TOOTH:11933	11933
28174	Gurindji	guri1247	TOOTH		lira	l i r a	l i r a	R V R V	L I R A	TOOTH:11950	11950
28177	Guyani	guya1249	TOOTH		ciɹa	c i ɹ a	T i r a	K V R V	C I R A	TOOTH:11950	11950
28178	Sydney	sydn1236	TOOTH		daːɹa	d aː ɹ a	d a r a	T V R V	T A R A	TOOTH:11950	11950
28179	Jaru	jaru1254	TOOTH		mindcu	m i n d c u	m i n d T u	M V N T K V	M I N T C Y	TOOTH:11931	11931
28181	Djiwarli	djiw1241	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28184	Kalkutung	kalk1246	TOOTH		aʈin̪t̪a	a ʈ i n̪ t̪ a	a t i n t a	V T V N T V	A T I N T A	TOOTH:11975	11975
28185	Gamilaraay	gami1243	TOOTH		jiɹa	j i ɹ a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28186	Karadjeri	kara1476	TOOTH		dcawa	d c a w a	d T a w a	T K V W V	T C A W A	TOOTH:11950	11950
28190	Kartujarra	kart1247	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28193	Kaurna	kaur1267	TOOTH		tia	t i a	t i a	T V V	T I A	TOOTH:11950	11950
28199	Kukatja	kuka1246	TOOTH		wudɹa	w u d ɹ a	w u d r a	W V T R V	W Y T R A	TOOTH:11930	11930
28200	Kuku-Yalanji	kuku1273	TOOTH		dira	d i r a	d i r a	T V R V	T I R A	TOOTH:11950	11950
28206	Gurdjar	gurd1238	TOOTH		jaːk	j aː k	y a k	J V K	J A K	TOOTH:11951	11951
28207	Gurdjar	gurd1238	TOOTH		ɹiŋk	ɹ i ŋ k	r i N k	R V N K	R I N K	TOOTH:11951	11951
28208	Kuuku-Ya'u	kuuk1238	TOOTH		kaman	k a m a n	k a m a n	K V M V N	K A M A N	TOOTH:11946	11946
28210	Kala Lagaw Ya	kala1377	TOOTH		gidaŋ	g i d a ŋ	g i d a N	K V T V N	K I T A N	TOOTH:11932	11932
28215	Margany	marg1253	TOOTH		iʈa	i ʈ a	i t a	V T V	I T A	TOOTH:11974	11974
28216	Martu Wangka	mart1256	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28233	Mudburra	mudb1240	TOOTH		kaŋanda	k a ŋ a n d a	k a N a n d a	K V N V N T V	K A N A N T A	TOOTH:11938	11938
28235	Muruwari	muru1266	TOOTH		diɹa	d i ɹ a	d i r a	T V R V	T I R A	TOOTH:11950	11950
28238	Ngaanyatjarra	ngaa1240	TOOTH		kaʈiʈi	k a ʈ i ʈ i	k a t i t i	K V T V T V	K A T I T I	TOOTH:11976	11976
28241	Lower Riverland	lowe1402	TOOTH		ŋentko	ŋ e n t k o	N e n t k o	N V N T K V	N E N T K U	TOOTH:11962	11962
28242	Ngamini	ngam1284	TOOTH		manatiɹi	m a n a t i ɹ i	m a n a t i r i	M V N V T V R V	M A N A T I R I	TOOTH:11944	11944
28245	Ngarinman	ngar1235	TOOTH		gaŋaɖa	g a ŋ a ɖ a	g a N a d a	K V N V T V	K A N A T A	TOOTH:11938	11938
28247	Ngarluma	ngar1287	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28248	Narrinyeri	narr1259	TOOTH		t̪iɹi	t̪ i ɹ i	t i r i	T V R V	T I R I	TOOTH:11950	11950
28254	Northern Coastal Nyangumarta	nort2754	TOOTH		wariʈa	w a r i ʈ a	w a r i t a	W V R V T V	W A R I T A	TOOTH:11966	11966
28255	Nyamal	nyam1271	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28256	Nyangumarta	nyan1301	TOOTH		ɹira	ɹ i r a	r i r a	R V R V	R I R A	TOOTH:11950	11950
28257	Nyunga	nyun1247	TOOTH		knolga	k n o l g a	k n o l g a	K N V R K V	K N U L K A	TOOTH:11972	11972
28258	Paakantyi	darl1243	TOOTH		undi	u n d i	u n d i	V N T V	Y N T I	TOOTH:11936	11936
28261	Panytyima	pany1241	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28262	Banggarla	bang1339	TOOTH		ieːɹa	i eː ɹ a	i e r a	V V R V	I E R A	TOOTH:11950	11950
28263	Bayungu	bayu1240	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28268	Pitjantjatjara	pitj1243	TOOTH		katiti	k a t i t i	k a t i t i	K V T V T V	K A T I T I	TOOTH:11976	11976
28269	Pitta Pitta	pitt1247	TOOTH		miɭka	m i ɭ k a	m i L k a	M V R K V	M I L K A	TOOTH:11952	11952
28271	Ritarungo	rita1239	TOOTH		ɭira	ɭ i r a	L i r a	R V R V	L I R A	TOOTH:11950	11950
28273	Dhalandji	dhal1245	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28274	Dhargari	dhar1247	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28277	Wagaya	waga1260	TOOTH		kut̪it	k u t̪ i t	k u t i t	K V T V T	K Y T I T	TOOTH:11937	11937
28284	Ngura	ngur1261	TOOTH		dɹaja	d ɹ a j a	d r a y a	T R V J V	T R A J A	TOOTH:11950	11950
28289	Warlpiri	warl1254	TOOTH		kaʈiɖi	k a ʈ i ɖ i	k a t i d i	K V T V T V	K A T I T I	TOOTH:11976	11976
28291	Wanman	wanm1242	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28292	Wariyangga	wari1262	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28293	Warumungu	waru1265	TOOTH		cala	c a l a	T a l a	K V R V	C A L A	TOOTH:11934	11934
28295	Wathawurrung	wath1238	TOOTH		liaŋ	l i a ŋ	l i a N	R V V N	L I A N	TOOTH:11950	11950
28299	Wik-Mungkan	wikm1247	TOOTH		koːn̪	k oː n̪	k o n	K V N	K U N	TOOTH:11956	11956
28300	Wiradhuri	wira1262	TOOTH		iraŋ	i r a ŋ	i r a N	V R V N	I R A N	TOOTH:11950	11950
28301	Wirangu-Nauo	wira1260	TOOTH		gaɖiɖi	g a ɖ i ɖ i	g a d i d i	K V T V T V	K A T I T I	TOOTH:11976	11976
28307	Yan-nhangu	yann1237	TOOTH		gikina	g i k i n a	g i k i n a	K V K V N V	K I K I N A	TOOTH:11933	11933
28308	Yandruwandha	yand1253	TOOTH		maɳaɖɹaku	m a ɳ a ɖ ɹ a k u	m a n a d r a k u	M V N V T R V K V	M A N A T R A K Y	TOOTH:11944	11944
28309	Yandruwandha	yand1253	TOOTH		waka	w a k a	w a k a	W V K V	W A K A	TOOTH:11944	11944
28310	Yandruwandha	yand1253	TOOTH		maɳa_waka	m a ɳ a w a k a	m a n a w a k a	M V N V W V K V	M A N A W A K A	TOOTH:11944	11944
28312	Yawarawarga	yawa1258	TOOTH		manadɹaku	m a n a d ɹ a k u	m a n a d r a k u	M V N V T R V K V	M A N A T R A K Y	TOOTH:11944	11944
28314	Yindjibarndi	yind1247	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28318	Yorta Yorta	yort1237	TOOTH		diran	d i r a n	d i r a n	T V R V N	T I R A N	TOOTH:11950	11950
28320	Yulparitja	yulp1238	TOOTH		jira	j i r a	y i r a	J V R V	J I R A	TOOTH:11950	11950
28321	Yuwaalaraay	yuwa1242	TOOTH		jija	j i j a	y i y a	J V J V	J I J A	TOOTH:11950	11950
25073	Adnyamathanha	adny1235	TREE		wiʈi	w i ʈ i	w i t i	W V T V	W I T I	TREE:12052	12052
25075	Alyawarr	alya1239	TREE		arweɭ_ɭtwa	a r w e ɭ ɭ t w a	a r w e L L t w a	V R W V R R T W V	A R W E L L T W A	TREE:12039	12039
25077	Arabana	arab1267	TREE		mupu	m u p u	m u p u	M V P V	M Y P Y	TREE:12035	12035
