ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
3430	BELARUSIAN	bel	thick		ˈtɔwstɨ	ˈt ɔ w s t ɨ	t o w s t I	T V W S T V	T U W S T I	thick:F	1813
3431	UKRAINIAN	ukr	thick		tɔʋˈstɪj	t ɔ ʋ ˈs t ɪ j	t o w s t i y	T V W S T V J	T U W S T I J	thick:F	1813
3432	SLOVAK	slk	thick		ˈɦrubiː	ˈɦ r u b iː	h r u b i	H R V P V	H R Y P I	thick:M	1816
3433	CZECH	ces	thick		ˈtlustiː	ˈt l u s t iː	t l u s t i	T R V S T V	T L Y S T I	thick:F	1813
3434	SORBIAN_UPPER	hsb	thick		ˈtostɘ̟	ˈt o s t ɘ̟	t o s t I	T V S T V	T U S T E	thick:F	1813
3435	SORBIAN_LOWER	dsb	thick		ˈtwustɘ̟	ˈt w u s t ɘ̟	t w u s t I	T W V S T V	T W Y S T E	thick:F	1813
3436	SLOVENIAN	slv	thick		ˈdɛ̌ːbɛw	ˈd ɛ̌ː b ɛ w	d E b E w	T V P V W	T E P E W	thick:E	1812
3437	OLD_NORSE	non	thick		θykːr	θ y kː r	8 i k r	T V K R	D Y K R	thick:A	1809
3438	OLD_NORSE	non	thick		diɡr	d i ɡ r	d i g r	T V K R	T I K R	thick:T	1821
3439	ICELANDIC	isl	thick		ˈθɪʰkːʏr	ˈθ ɪʰ kː ʏ r	8 i k i r	T V K V R	D I K Y R	thick:A	1809
3440	ICELANDIC	isl	thick		ˈd̥ɪːɣʏr	ˈd̥ ɪː ɣ ʏ r	d i x i r	T V K V R	T I G Y R	thick:T	1821
3441	ICELANDIC	isl	thick		ˈɡ̊ɪld̥ʏr	ˈɡ̊ ɪ l d̥ ʏ r	g i l d i r	K V R T V R	K I L T Y R	thick:U	1822
3442	FAROESE	fao	thick		ˈd̥iːɡ̊ʊɹ	ˈd̥ iː ɡ̊ ʊ ɹ	d i g u r	T V K V R	T I K Y R	thick:T	1821
3443	FAROESE	fao	thick		ˈtʃʰʏʰkːʊɹ	ˈt ʃʰ ʏʰ kː ʊ ɹ	t S i k u r	T S V K V R	T S Y K Y R	thick:A	1809
3444	NORWEGIAN_RIKSMAL	nor	thick		tʏkː	t ʏ kː	t i k	T V K	T Y K	thick:A	1809
3445	STAVANGERSK		thick		ˈçukːə	ˈç u kː ə	S u k I	S V K V	S Y K E	thick:A	1809
3446	OLD_SWEDISH		thick		ˈθjokːer	ˈθ j o kː e r	8 y o k e r	T J V K V R	D J U K E R	thick:A	1809
3447	OLD_SWEDISH		thick		ˈdiːɣer	ˈd iː ɣ e r	d i x e r	T V K V R	T I G E R	thick:T	1821
3448	SWEDISH	swe	thick		ɕɔkː	ɕ ɔ kː	S o k	S V K	S U K	thick:A	1809
3449	ELFDALIAN	qov	thick		ˈdɪ́ːgɛr	ˈd ɪ́ː g ɛ r	d i g E r	T V K V R	T I K E R	thick:T	1821
3450	DANISH	dan	thick		d̥ʰyg̥ʰ	d̥ʰ y g̥ʰ	d i g	T V K	T Y K	thick:A	1809
3451	DANISH_FJOLDE		thick		cyɡ	c y ɡ	T i g	K V K	C Y K	thick:A	1809
3452	GUTNISH_LAU		thick		ˈtjokːar	ˈt j o kː a r	t y o k a r	T J V K V R	T J U K A R	thick:A	1809
3453	ENGLISH	eng	thick		θɪk	θ ɪ k	8 i k	T V K	D I K	thick:A	1809
3455	DUTCH	nld	thick		dɪk	d ɪ k	d i k	T V K	T I K	thick:A	1809
3456	GERMAN	deu	thick		dɪk	d ɪ k	d i k	T V K	T I K	thick:A	1809
3457	LATIN	lat	thick		ˈspisːus	ˈs p i sː u s	s p i s u s	S P V S V S	S P I S Y S	thick:Q	1818
3458	CATALAN	cat	thick		gɾɔs	g ɾ ɔ s	g r o s	K R V S	K R U S	thick:D	1811
3459	CATALAN	cat	thick		əspɛs	ə s p ɛ s	I s p E s	V S P V S	E S P E S	thick:Q	1818
3460	CATALAN	cat	thick		gɾuʃut	g ɾ u ʃ u t	g r u S u t	K R V S V T	K R Y S Y T	thick:D	1811
3461	PORTUGUESE	por	thick		ɨʃˈpesu	ɨ ʃ ˈp e s u	I S p e s u	V S P V S V	I S P E S Y	thick:Q	1818
3462	FRENCH	fra	thick		epɛ	e p ɛ	e p E	V P V	E P E	thick:Q	1818
3463	ITALIAN	ita	thick		grɔsso	g r ɔ ss o	g r o s o	K R V S V	K R U S U	thick:D	1811
3464	OLD_IRISH	sga	thick		tʹiuɣ	tʹ iu ɣ	t i x	T V K	T I G	thick:A	1809
3465	OLD_IRISH	sga	thick		rʹeṽər	rʹ e ṽ ə r	r e v I r	R V W V R	R E W E R	thick:S	1820
8931	ANCIENT_GREEK	grc	thin		leptós	l e p t ó s	l e p t o s	R V P T V S	L E P T U S	thin:S	1831
8932	GREEK	ell	thin		le̞ˈpto̞s	l e̞ ˈp t o̞ s	l e p t o s	R V P T V S	L E P T U S	thin:S	1831
8935	OSSETIC_IRON	oss	thin		tɐnɐg	t ɐ n ɐ g	t a n a g	T V N V K	T E N E K	thin:B	1823
8936	OSSETIC_DIGOR	oss	thin		tɐnɐg	t ɐ n ɐ g	t a n a g	T V N V K	T E N E K	thin:B	1823
8938	ORIYA	ori	thin		sɔrua	s ɔ r ua	s o r u	S V R V	S U R Y	thin:W	1833
8939	BIHARI	mai	thin		patər	p a t ə r	p a t I r	P V T V R	P A T E R	thin:D	1824
8942	URDU	urd	thin		ˈpətlə	ˈp ə t l ə	p I t l I	P V T R V	P E T L E	thin:D	1824
8943	MARATHI	mar	thin		baɾi:k	b a ɾ i: k	b a r i k	P V R V K	P A R I K	thin:L	1828
8944	MARATHI	mar	thin		ɾoɖ	ɾ o ɖ	r o d	R V T	R U T	thin:X	1834
8945	MARATHI	mar	thin		patəɭ	p a t ə ɭ	p a t I L	P V T V R	P A T E L	thin:D	1824
8946	OLD_CHURCH_SLAVONIC	chu	thin		tɪ̆nʊ̆kʊ̆	t ɪ̆ n ʊ̆ k ʊ̆	t i n u k u	T V N V K V	T I N Y K Y	thin:B	1823
8947	SERBO-CROATIAN	srp	thin		ˈtânak	ˈt â n a k	t a n a k	T V N V K	T A N A K	thin:B	1823
8948	BULGARIAN	bul	thin		ˈtɤnək	ˈt ɤ n ə k	t o n I k	T V N V K	T E N E K	thin:B	1823
8949	MACEDONIAN	mkd	thin		ˈtanɔk	ˈt a n ɔ k	t a n o k	T V N V K	T A N U K	thin:B	1823
8950	RUSSIAN	rus	thin		tɔnkʲij	t ɔ n kʲ i j	t o n k i y	T V N K V J	T U N K I J	thin:B	1823
8951	POLISH	pol	thin		ˈtɕɛnkʲi	ˈt ɕ ɛ n kʲ i	t S E n k i	T S V N K V	T S E N K I	thin:B	1823
8952	BELARUSIAN	bel	thin		ˈtɔnkʲi	ˈt ɔ n kʲ i	t o n k i	T V N K V	T U N K I	thin:B	1823
8953	UKRAINIAN	ukr	thin		tɔnˈkɪj	t ɔ n ˈk ɪ j	t o n k i y	T V N K V J	T U N K I J	thin:B	1823
8954	SLOVAK	slk	thin		ˈtɛnkiː	ˈt ɛ n k iː	t E n k i	T V N K V	T E N K I	thin:B	1823
8955	CZECH	ces	thin		ˈtɛŋkiː	ˈt ɛ ŋ k iː	t E N k i	T V N K V	T E N K I	thin:B	1823
8956	SORBIAN_UPPER	hsb	thin		ˈtʃeŋki	ˈt ʃ e ŋ k i	t S e N k i	T S V N K V	T S E N K I	thin:B	1823
8957	SORBIAN_LOWER	dsb	thin		ˈɕaɲki	ˈɕ a ɲ k i	S a H k i	S V N K V	S A N K I	thin:B	1823
8958	SLOVENIAN	slv	thin		tǎːnək	t ǎː n ə k	t a n I k	T V N V K	T A N E K	thin:B	1823
8959	OLD_NORSE	non	thin		θunːr	θ u nː r	8 u n r	T V N R	D Y N R	thin:B	1823
8960	OLD_NORSE	non	thin		mjoːr	m j oː r	m y o r	M J V R	M J U R	thin:F	1826
8961	OLD_NORSE	non	thin		ɡranːr	ɡ r a nː r	g r a n r	K R V N R	K R A N R	thin:U	1832
8962	ICELANDIC	isl	thin		mjouːr	m j ouː r	m y o r	M J V R	M J U R	thin:F	1826
8963	ICELANDIC	isl	thin		ˈɡ̊ranːʏr	ˈɡ̊ r a nː ʏ r	g r a n i r	K R V N V R	K R A N Y R	thin:U	1832
8964	ICELANDIC	isl	thin		ˈθʏnːʏr	ˈθ ʏ nː ʏ r	8 i n i r	T V N V R	D Y N Y R	thin:B	1823
8965	FAROESE	fao	thin		ˈɡ̊ɹanːʊɹ	ˈɡ̊ ɹ a nː ʊ ɹ	g r a n u r	K R V N V R	K R A N Y R	thin:U	1832
8966	FAROESE	fao	thin		ˈtʰʊnːʊɹ	ˈtʰ ʊ nː ʊ ɹ	t u n u r	T V N V R	T Y N Y R	thin:B	1823
8967	FAROESE	fao	thin		ˈmjɔaːvʊɹ	ˈm j ɔaː v ʊ ɹ	m y o v u r	M J V W V R	M J U B Y R	thin:F	1826
8968	NORWEGIAN_RIKSMAL	nor	thin		mjoː	m j oː	m y o	M J V	M J U	thin:F	1826
8969	NORWEGIAN_RIKSMAL	nor	thin		ɡɾanː	ɡ ɾ a nː	g r a n	K R V N	K R A N	thin:U	1832
8970	NORWEGIAN_RIKSMAL	nor	thin		tʏnː	t ʏ nː	t i n	T V N	T Y N	thin:B	1823
8971	STAVANGERSK		thin		ˈtʏnːə	ˈt ʏ nː ə	t i n I	T V N V	T Y N E	thin:B	1823
8972	OLD_SWEDISH		thin		ˈθunder	ˈθ u n d e r	8 u n d e r	T V N T V R	D Y N T E R	thin:B	1823
8973	OLD_SWEDISH		thin		mjoːr	m j oː r	m y o r	M J V R	M J U R	thin:F	1826
8974	SWEDISH	swe	thin		tɵnː	t ɵ nː	t I n	T V N	T U N	thin:B	1823
8975	ELFDALIAN	qov	thin		tʉnː	t ʉ nː	t I n	T V N	T Y N	thin:B	1823
8976	DANISH	dan	thin		d̥ʰønˀ	d̥ʰ ø nˀ	d e n	T V N	T U N	thin:B	1823
8977	DANISH_FJOLDE		thin		tynʲ	t y nʲ	t i n	T V N	T Y N	thin:B	1823
8978	GUTNISH_LAU		thin		ˈtunːar	ˈt u nː a r	t u n a r	T V N V R	T Y N A R	thin:B	1823
8979	ENGLISH	eng	thin		θɪn	θ ɪ n	8 i n	T V N	D I N	thin:B	1823
8980	DUTCH	nld	thin		dʏn	d ʏ n	d i n	T V N	T Y N	thin:B	1823
8981	GERMAN	deu	thin		dʏn	d ʏ n	d i n	T V N	T Y N	thin:B	1823
8982	LATIN	lat	thin		ˈtenuis	ˈt e n ui s	t e n u s	T V N V S	T E N Y S	thin:B	1823
8983	LATIN	lat	thin		ˈmaker	ˈm a k e r	m a k e r	M V K V R	M A K E R	thin:M	1829
8984	PORTUGUESE	por	thin		ˈfinu	ˈf i n u	f i n u	P V N V	B I N Y	thin:Q	1830
8985	SPANISH	spa	thin		delɣaðo	d e l ɣ a ð o	d e l x a 8 o	T V R K V T V	T E L G A D U	thin:E	1825
8986	FRENCH	fra	thin		mɛ̃s	m ɛ̃ s	m E s	M V S	M E S	thin:F	1826
8987	ITALIAN	ita	thin		sottile	s o tt i l e	s o t i l e	S V T V R V	S U T I L E	thin:I	1827
8988	OLD_IRISH	sga	thin		tane	t a n e	t a n e	T V N V	T A N E	thin:B	1823
4343	ANCIENT_GREEK	grc	think		nomízdɔː	n o m í z d ɔː	n o m i z d o	N V M V S T V	N U M I S T U	think:N	1843
4344	ANCIENT_GREEK	grc	think		giŋnɔ́ːskɔː	g i ŋ n ɔ́ː s k ɔː	g i N n o s k o	K V N N V S K V	K I N N U S K U	think:Q	1846
4345	GREEK	ell	think		ˈsce̞fto̞ˌme̞	ˈs c e̞ f t o̞ ˌm e̞	s T e f t o m e	S K V P T V M V	S C E B T U M E	think:H	1840
4346	GREEK	ell	think		no̞ˈmizo̞	n o̞ ˈm i z o̞	n o m i z o	N V M V S V	N U M I S U	think:N	1843
4348	OSSETIC_IRON	oss	think		qudy_kɐn	q u d y k ɐ n	q u d i k a n	K V T V K V N	K Y T Y K E N	think:E	1837
4349	OSSETIC_DIGOR	oss	think		ʁudi_kɐn	ʁ u d i k ɐ n	G u d i k a n	R V T V K V N	R Y T I K E N	think:E	1837
4351	ORIYA	ori	think		bhaɭ	b h a ɭ	b h a L	P H V R	P H A L	think:P	1845
4352	BIHARI	mai	think		bicar_kərəb	b i c a r k ə r ə b	b i T a r k I r I b	P V K V R K V R V P	P I C A R K E R E P	think:O	1844
4354	URDU	urd	think		soʧnə	s o ʧ n ə	s o C n I	S V K N V	S U C N E	think:I	1841
4355	MARATHI	mar	think		witʃaɾ_kəɾɳe	w i t ʃ a ɾ k ə ɾ ɳ e	w i t S a r k I r n e	W V T S V R K V R N V	W I T S A R K E R N E	think:O	1844
4356	OLD_CHURCH_SLAVONIC	chu	think		mɯsliti	m ɯ s l i t i	m u s l i t i	M V S R V T V	M I S L I T I	think:F	1838
4357	SERBO-CROATIAN	srp	think		ˈmîsliti	ˈm î s l i t i	m i s l i t i	M V S R V T V	M I S L I T I	think:F	1838
4358	BULGARIAN	bul	think		ˈmislʲə	ˈm i s lʲ ə	m i s l I	M V S R V	M I S L E	think:F	1838
4359	MACEDONIAN	mkd	think		ˈmisli	ˈm i s l i	m i s l i	M V S R V	M I S L I	think:F	1838
4360	RUSSIAN	rus	think		dumatʲ	d u m a tʲ	d u m a t	T V M V T	T Y M A T	think:T	1847
4361	POLISH	pol	think		ˈmɘ̟ɕlɛtɕ	ˈm ɘ̟ ɕ l ɛ t ɕ	m I S l E t S	M V S R V T S	M E S L E T S	think:F	1838
4362	BELARUSIAN	bel	think		ˈdumatsʲ	ˈd u m a t sʲ	d u m a t s	T V M V T S	T Y M A T S	think:T	1847
4363	UKRAINIAN	ukr	think		ˈdumatɪ	ˈd u m a t ɪ	d u m a t i	T V M V T V	T Y M A T I	think:T	1847
4364	SLOVAK	slk	think		ˈmisliɛc	ˈm i s l iɛ c	m i s l i T	M V S R V K	M I S L I C	think:F	1838
4365	CZECH	ces	think		ˈmɪslɛt	ˈm ɪ s l ɛ t	m i s l E t	M V S R V T	M I S L E T	think:F	1838
4366	SORBIAN_UPPER	hsb	think		ˈmɘ̟slitʃ	ˈm ɘ̟ s l i t ʃ	m I s l i t S	M V S R V T S	M E S L I T S	think:F	1838
4367	SORBIAN_LOWER	dsb	think		ˈmɘ̟sliɕ	ˈm ɘ̟ s l i ɕ	m I s l i S	M V S R V S	M E S L I S	think:F	1838
4368	SLOVENIAN	slv	think		ˈmǐːsliti	ˈm ǐː s l i t i	m i s l i t i	M V S R V T V	M I S L I T I	think:F	1838
4369	OLD_NORSE	non	think		ˈhyɡːja	ˈh y ɡː j a	h i g y a	H V K J V	H Y K J A	think:G	1839
4370	ICELANDIC	isl	think		ˈhʏɡ̊sa	ˈh ʏ ɡ̊ s a	h i g s a	H V K S V	H Y K S A	think:G	1839
4371	FAROESE	fao	think		ˈtɔɲ̊tʃa	ˈt ɔ ɲ̊ t ʃ a	t o H t S a	T V N T S V	T U N T S A	think:B	1835
4372	FAROESE	fao	think		ˈhʊksa	ˈh ʊ k s a	h u k s a	H V K S V	H Y K S A	think:G	1839
4373	NORWEGIAN_RIKSMAL	nor	think		ˈtɛ̀ŋkə	ˈt ɛ̀ ŋ k ə	t E N k I	T V N K V	T E N K E	think:B	1835
4374	STAVANGERSK		think		ˈtɛ̀ŋka	ˈt ɛ̀ ŋ k a	t E N k a	T V N K V	T E N K A	think:B	1835
4375	OLD_SWEDISH		think		ˈhyɡːja	ˈh y ɡː j a	h i g y a	H V K J V	H Y K J A	think:G	1839
4376	SWEDISH	swe	think		ˈtɛ̀ŋka	ˈt ɛ̀ ŋ k a	t E N k a	T V N K V	T E N K A	think:B	1835
4377	ELFDALIAN	qov	think		ˈtɑ̀ɪntʃɑ	ˈt ɑ̀ɪ n t ʃ ɑ	t o n t S o	T V N T S V	T A N T S A	think:B	1835
4378	DANISH	dan	think		ˈd̥ʰɛŋ_g̥ʰə	ˈd̥ʰ ɛ ŋ g̥ʰ ə	d E N g I	T V N K V	T E N K E	think:B	1835
4379	DANISH_FJOLDE		think		teːŋɡ	t eː ŋ ɡ	t e N g	T V N K	T E N K	think:B	1835
4380	GUTNISH_LAU		think		ˈtɛŋka	ˈt ɛ ŋ k a	t E N k a	T V N K V	T E N K A	think:B	1835
4381	ENGLISH	eng	think		θɪŋk	θ ɪ ŋ k	8 i N k	T V N K	D I N K	think:B	1835
4383	DUTCH	nld	think		dɛŋkən	d ɛ ŋ k ə n	d E N k I n	T V N K V N	T E N K E N	think:B	1835
4384	GERMAN	deu	think		dɛŋkn̩	d ɛ ŋ k n̩	d E N k n	T V N K N	T E N K N	think:B	1835
4385	CATALAN	cat	think		pənsa	p ə n s a	p I n s a	P V N S V	P E N S A	think:D	1836
4386	PORTUGUESE	por	think		pẽˈsaɾ	p ẽ ˈs a ɾ	p e s a r	P V S V R	P E S A R	think:D	1836
4387	SPANISH	spa	think		pensaɾ	p e n s a ɾ	p e n s a r	P V N S V R	P E N S A R	think:D	1836
4388	FRENCH	fra	think		pɑ̃se	p ɑ̃ s e	p o s e	P V S V	P A S E	think:D	1836
4389	ITALIAN	ita	think		pensare	p e n s a r e	p e n s a r e	P V N S V R V	P E N S A R E	think:D	1836
4390	OLD_IRISH	sga	think		smu:ənʹəðʹ	s m u:ə nʹ ə ðʹ	s m u n I 8	S M V N V T	S M Y N E D	think:J	1842
9103	ANCIENT_GREEK	grc	this		hóde	h ó d e	h o d e	H V T V	H U T E	this:B	1848
9105	ORIYA	ori	this		eiʈa	ei ʈ a	e t a	V T V	E T A	this:H	1852
9106	BIHARI	mai	this		i	i	i	V	I	this:H	1852
9107	URDU	urd	this		jeʰ	j eʰ	y e	J V	J E	this:H	1852
9108	MARATHI	mar	this		ɦa	ɦ a	h a	H V	H A	this:H	1852
9109	OLD_CHURCH_SLAVONIC	chu	this		sɪ̆	s ɪ̆	s i	S V	S I	this:G	1851
9110	SERBO-CROATIAN	srp	this		ˈɔ̌vaːj	ˈɔ̌ v aː j	o v a y	V W V J	U B A J	this:D	1849
9111	BULGARIAN	bul	this		ˈtɔzi	ˈt ɔ z i	t o z i	T V S V	T U S I	this:B	1848
9112	MACEDONIAN	mkd	this		ˈovɔj	ˈo v ɔ j	o v o y	V W V J	U B U J	this:D	1849
9113	RUSSIAN	rus	this		ɛtɔt	ɛ t ɔ t	E t o t	V T V T	E T U T	this:B	1848
9114	POLISH	pol	this		tɛn	t ɛ n	t E n	T V N	T E N	this:B	1848
9115	BELARUSIAN	bel	this		ˈɣɛtɨ	ˈɣ ɛ t ɨ	x E t I	K V T V	G E T I	this:B	1848
9116	UKRAINIAN	ukr	this		tsɛj	t s ɛ j	t s E y	T S V J	T S E J	this:B	1848
9117	SLOVAK	slk	this		tɛn	t ɛ n	t E n	T V N	T E N	this:B	1848
9118	CZECH	ces	this		ˈtɛntɔ	ˈt ɛ n t ɔ	t E n t o	T V N T V	T E N T U	this:B	1848
9119	SORBIAN_UPPER	hsb	this		tʊn	t ʊ n	t u n	T V N	T Y N	this:B	1848
9120	SORBIAN_LOWER	dsb	this		tɛn	t ɛ n	t E n	T V N	T E N	this:B	1848
9121	SLOVENIAN	slv	this		tâː	t âː	t a	T V	T A	this:B	1848
9122	OLD_NORSE	non	this		ˈθesːi	ˈθ e sː i	8 e s i	T V S V	D E S I	this:B	1848
9123	OLD_NORSE	non	this		sjaː	s j aː	s y a	S J V	S J A	this:B	1848
9124	ICELANDIC	isl	this		ˈθɛsːɪ	ˈθ ɛ sː ɪ	8 E s i	T V S V	D E S I	this:B	1848
9125	FAROESE	fao	this		ˈhɛʰtːa	ˈh ɛʰ tː a	h E t a	H V T V	H E T A	this:B	1848
9126	NORWEGIAN_RIKSMAL	nor	this		ˈdɛ̀nːə	ˈd ɛ̀ nː ə	d E n I	T V N V	T E N E	this:B	1848
9127	STAVANGERSK		this		ˈdɛ̀nːə	ˈd ɛ̀ nː ə	d E n I	T V N V	T E N E	this:B	1848
9128	OLD_SWEDISH		this		ˈθænːe	ˈθ æ nː e	8 E n e	T V N V	D E N E	this:B	1848
9129	SWEDISH	swe	this		dɛn	d ɛ n	d E n	T V N	T E N	this:B	1848
9130	ELFDALIAN	qov	this		ˈɪ̀tːɑð	ˈɪ̀ tː ɑ ð	i t o 8	V T V T	I T A D	this:B	1848
9131	DANISH	dan	this		ˈd̥ɛnə	ˈd̥ ɛ n ə	d E n I	T V N V	T E N E	this:B	1848
9132	DANISH_FJOLDE		this		dænʲ_heæɹ	d æ nʲ h eæ ɹ	d E n h e r	T V N H V R	T E N H E R	this:B	1848
9133	GUTNISH_LAU		this		dɛnː_hɛːr	d ɛ nː h ɛː r	d E n h E r	T V N H V R	T E N H E R	this:B	1848
9134	ENGLISH	eng	this		ðɪs	ð ɪ s	8 i s	T V S	D I S	this:B	1848
9136	DUTCH	nld	this		dezə	d e z ə	d e z I	T V S V	T E S E	this:B	1848
9137	GERMAN	deu	this		di:s	d i: s	d i s	T V S	T I S	this:B	1848
9138	LATIN	lat	this		hik	h i k	h i k	H V K	H I K	this:F	1850
9139	OLD_IRISH	sga	this		sə	s ə	s I	S V	S E	this:B	1848
4966	ANCIENT_GREEK	grc	thou		sý	s y	s i	S V	S Y	thou:A	1853
4967	GREEK	ell	thou		e̞ˈsi	e̞ ˈs i	e s i	V S V	E S I	thou:A	1853
4971	OSSETIC_IRON	oss	thou		dy	d y	d i	T V	T Y	thou:A	1853
4972	OSSETIC_DIGOR	oss	thou		du	d u	d u	T V	T Y	thou:A	1853
4973	ORIYA	ori	thou		apɔɳɔnkɔ	a p ɔ ɳ ɔ n k ɔ	a p o n o n k o	V P V N V N K V	A P U N U N K U	thou:F	1856
4974	ORIYA	ori	thou		tumɔ	t u m ɔ	t u m o	T V M V	T Y M U	thou:E	1855
4975	ORIYA	ori	thou		to	t o	t o	T V	T U	thou:A	1853
4976	URDU	urd	thou		t̪u	t̪ u	t u	T V	T Y	thou:A	1853
4977	MARATHI	mar	thou		tu:	t u:	t u	T V	T Y	thou:A	1853
4978	OLD_CHURCH_SLAVONIC	chu	thou		tɯ	t ɯ	t u	T V	T I	thou:A	1853
4979	SERBO-CROATIAN	srp	thou		tîː	t îː	t i	T V	T I	thou:A	1853
4980	BULGARIAN	bul	thou		ti	t i	t i	T V	T I	thou:A	1853
4981	MACEDONIAN	mkd	thou		ti	t i	t i	T V	T I	thou:A	1853
4982	RUSSIAN	rus	thou		tɨ	t ɨ	t I	T V	T I	thou:A	1853
4983	POLISH	pol	thou		tɘ̟	t ɘ̟	t I	T V	T E	thou:A	1853
4984	BELARUSIAN	bel	thou		tɨ	t ɨ	t I	T V	T I	thou:A	1853
4985	UKRAINIAN	ukr	thou		tɪ	t ɪ	t i	T V	T I	thou:A	1853
4986	SLOVAK	slk	thou		ti	t i	t i	T V	T I	thou:A	1853
4987	CZECH	ces	thou		tɪ	t ɪ	t i	T V	T I	thou:A	1853
4988	SORBIAN_UPPER	hsb	thou		tɘ̟	t ɘ̟	t I	T V	T E	thou:A	1853
4989	SORBIAN_LOWER	dsb	thou		tɘ̟	t ɘ̟	t I	T V	T E	thou:A	1853
4990	SLOVENIAN	slv	thou		tîː	t îː	t i	T V	T I	thou:A	1853
4991	OLD_NORSE	non	thou		θuː	θ uː	8 u	T V	D Y	thou:A	1853
4992	ICELANDIC	isl	thou		θu:	θ u:	8 u	T V	D Y	thou:A	1853
4993	FAROESE	fao	thou		tʰʉuː	tʰ ʉuː	t I	T V	T Y	thou:A	1853
4994	NORWEGIAN_RIKSMAL	nor	thou		dʉː	d ʉː	d I	T V	T Y	thou:A	1853
4995	STAVANGERSK		thou		dʉː	d ʉː	d I	T V	T Y	thou:A	1853
4996	OLD_SWEDISH		thou		θuː	θ uː	8 u	T V	D Y	thou:A	1853
4997	SWEDISH	swe	thou		dʉː	d ʉː	d I	T V	T Y	thou:A	1853
4998	ELFDALIAN	qov	thou		dʉː	d ʉː	d I	T V	T Y	thou:A	1853
4999	DANISH	dan	thou		du	d u	d u	T V	T Y	thou:A	1853
5000	DANISH_FJOLDE		thou		du	d u	d u	T V	T Y	thou:A	1853
5001	GUTNISH_LAU		thou		dɛu	d ɛu	d E	T V	T E	thou:A	1853
5002	ENGLISH	eng	thou		ðaʊ	ð aʊ	8 a	T V	D A	thou:A	1853
5004	DUTCH	nld	thou		jə	j ə	y I	J V	J E	thou:B	1854
5005	DUTCH	nld	thou		ɣɛi	ɣ ɛi	x E	K V	G E	thou:B	1854
5006	GERMAN	deu	thou		du:	d u:	d u	T V	T Y	thou:A	1853
5007	LATIN	lat	thou		tuː	t uː	t u	T V	T Y	thou:A	1853
5008	CATALAN	cat	thou		tu	t u	t u	T V	T Y	thou:A	1853
5009	PORTUGUESE	por	thou		tu	t u	t u	T V	T Y	thou:A	1853
5010	SPANISH	spa	thou		tu	t u	t u	T V	T Y	thou:A	1853
5011	FRENCH	fra	thou		ty	t y	t i	T V	T Y	thou:A	1853
5012	ITALIAN	ita	thou		tu	t u	t u	T V	T Y	thou:A	1853
5013	OLD_IRISH	sga	thou		tu:	t u:	t u	T V	T Y	thou:A	1853
5647	ANCIENT_GREEK	grc	three		treːs	t r eː s	t r e s	T R V S	T R E S	three:A	1857
5648	GREEK	ell	three		ˈtriˌa	ˈt r i ˌa	t r i a	T R V V	T R I A	three:A	1857
5652	OSSETIC_IRON	oss	three		ɐrtɐ	ɐ r t ɐ	a r t a	V R T V	E R T E	three:A	1857
5653	OSSETIC_DIGOR	oss	three		ɐrtɐ	ɐ r t ɐ	a r t a	V R T V	E R T E	three:A	1857
5655	ORIYA	ori	three		tini	t i n i	t i n i	T V N V	T I N I	three:A	1857
5656	BIHARI	mai	three		tin	t i n	t i n	T V N	T I N	three:A	1857
5657	URDU	urd	three		t̝in	t̝ i n	t i n	T V N	T I N	three:A	1857
5658	MARATHI	mar	three		ti:n	t i: n	t i n	T V N	T I N	three:A	1857
5659	OLD_CHURCH_SLAVONIC	chu	three		trɪ̆jɛ	t r ɪ̆ j ɛ	t r i y E	T R V J V	T R I J E	three:A	1857
5660	SERBO-CROATIAN	srp	three		trîː	t r îː	t r i	T R V	T R I	three:A	1857
5661	BULGARIAN	bul	three		tri	t r i	t r i	T R V	T R I	three:A	1857
5662	MACEDONIAN	mkd	three		tri	t r i	t r i	T R V	T R I	three:A	1857
5663	RUSSIAN	rus	three		trʲi	t rʲ i	t r i	T R V	T R I	three:A	1857
5664	POLISH	pol	three		tʂɘ̟	t ʂ ɘ̟	t S I	T S V	T S E	three:A	1857
5665	BELARUSIAN	bel	three		trɨ	t r ɨ	t r I	T R V	T R I	three:A	1857
5666	UKRAINIAN	ukr	three		trɪ	t r ɪ	t r i	T R V	T R I	three:A	1857
5667	SLOVAK	slk	three		tri	t r i	t r i	T R V	T R I	three:A	1857
5668	CZECH	ces	three		tr̝̊ɪ	t r̝̊ ɪ	t r i	T R V	T R I	three:A	1857
5669	SORBIAN_UPPER	hsb	three		tsi	t s i	t s i	T S V	T S I	three:A	1857
5670	SORBIAN_LOWER	dsb	three		tɕi	t ɕ i	t S i	T S V	T S I	three:A	1857
5671	SLOVENIAN	slv	three		trîː	t r îː	t r i	T R V	T R I	three:A	1857
5672	OLD_NORSE	non	three		θriːr	θ r iː r	8 r i r	T R V R	D R I R	three:A	1857
5673	ICELANDIC	isl	three		θriːr	θ r iː r	8 r i r	T R V R	D R I R	three:A	1857
5674	FAROESE	fao	three		ˈtʰɹʊd̥ʒːɪɹ	ˈtʰ ɹ ʊ d̥ ʒː ɪ ɹ	t r u d Z i r	T R V T S V R	T R Y T S I R	three:A	1857
